age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,age_group,was_contacted_before,high_contact_freq,season,segment,segment_name,conv_probability,priority_rank
34,technician,single,university.degree,no,no,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.005276226,24566
29,services,married,high.school,no,no,no,telephone,jun,tue,200,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0052754204,24567
28,admin.,married,university.degree,no,no,no,cellular,jul,wed,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0052752,24568
46,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,210,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.005274727,24569
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.0052740145,24570
42,admin.,single,university.degree,no,no,no,telephone,may,thu,236,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0052706706,24571
35,services,single,high.school,no,no,yes,telephone,may,tue,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0052694483,24572
53,retired,divorced,high.school,no,yes,no,cellular,jul,tue,256,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,0,Summer,2,High-Value Responders,0.0052680736,24573
38,admin.,single,university.degree,no,no,no,cellular,nov,wed,79,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,30-40,0,0,Autumn,4,Hard to Convert,0.0052650436,24574
48,technician,married,high.school,no,yes,no,telephone,jun,mon,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.005264679,24575
57,technician,married,basic.4y,no,no,no,telephone,may,tue,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.005263952,24576
45,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.0052638426,24577
41,blue-collar,divorced,university.degree,no,yes,no,cellular,jul,tue,242,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,40-50,0,1,Summer,3,Price Sensitive,0.0052634683,24578
31,technician,married,university.degree,no,yes,no,cellular,jul,fri,166,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.005262155,24579
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0052586165,24580
34,services,married,high.school,no,no,no,telephone,may,wed,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0052572777,24581
50,management,married,university.degree,no,yes,no,cellular,jul,thu,221,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0052492837,24582
39,housemaid,married,university.degree,no,yes,no,telephone,may,tue,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005248629,24583
35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0052482258,24584
37,technician,married,professional.course,no,yes,no,telephone,may,thu,238,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0052478523,24585
45,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.005247546,24586
29,technician,married,university.degree,no,no,no,cellular,aug,wed,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0052469117,24587
51,management,married,basic.4y,no,no,no,telephone,may,wed,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.005244463,24588
34,blue-collar,single,high.school,no,yes,yes,telephone,may,wed,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.0052439854,24589
31,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.005239808,24590
46,blue-collar,divorced,basic.6y,no,no,no,telephone,may,thu,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.005239565,24591
43,admin.,married,university.degree,no,no,no,cellular,aug,fri,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0052383672,24592
55,admin.,married,university.degree,no,yes,yes,telephone,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.0052377908,24593
44,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.005236678,24594
39,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,63,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,30-40,0,0,Autumn,3,Price Sensitive,0.0052350136,24595
41,housemaid,married,basic.6y,no,no,no,cellular,aug,wed,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0052344576,24596
39,management,married,university.degree,no,no,no,cellular,aug,fri,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0052340156,24597
41,entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,205,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0052313227,24598
40,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.0052296054,24599
59,retired,divorced,basic.4y,no,yes,no,telephone,may,thu,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,50-60,0,0,Spring,2,High-Value Responders,0.0052263397,24600
24,technician,single,university.degree,no,no,no,cellular,jul,wed,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,<30,0,1,Summer,4,Hard to Convert,0.005223534,24601
40,services,married,high.school,no,yes,no,telephone,may,wed,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005222783,24602
36,services,married,high.school,no,yes,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0052186376,24603
33,management,married,high.school,no,no,no,telephone,may,thu,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005217774,24604
48,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,240,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.005217408,24605
39,admin.,married,university.degree,no,yes,yes,telephone,may,tue,239,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005217326,24606
29,technician,married,professional.course,no,yes,no,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.0052155466,24607
31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0052138944,24608
48,admin.,single,university.degree,no,yes,no,telephone,may,thu,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0052127345,24609
52,unemployed,married,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.0052089575,24610
23,admin.,single,high.school,no,yes,no,cellular,may,thu,70,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.005207295,24611
30,services,married,professional.course,no,no,no,cellular,may,mon,66,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,<30,0,0,Spring,1,Warm Prospects,0.005207001,24612
59,retired,married,basic.6y,no,yes,no,cellular,jul,tue,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,50-60,0,0,Summer,2,High-Value Responders,0.0052052876,24613
50,housemaid,married,basic.4y,no,no,no,telephone,may,tue,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0052011013,24614
47,admin.,married,university.degree,no,no,yes,telephone,nov,wed,23,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0,40-50,0,0,Autumn,4,Hard to Convert,0.005200292,24615
33,technician,single,university.degree,no,no,no,cellular,aug,fri,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0051978873,24616
31,services,married,high.school,no,no,no,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051962677,24617
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.005196073,24618
47,housemaid,married,university.degree,no,yes,no,cellular,nov,wed,87,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,40-50,0,0,Autumn,4,Hard to Convert,0.0051956223,24619
41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,259,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.0051952773,24620
43,admin.,married,professional.course,no,yes,no,telephone,jun,thu,193,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.005194188,24621
45,admin.,married,high.school,no,yes,no,cellular,jul,mon,201,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0051940302,24622
47,technician,married,high.school,no,yes,no,cellular,aug,fri,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.0051938454,24623
48,self-employed,married,university.degree,no,no,no,cellular,jul,mon,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0051934365,24624
42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,264,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.005191084,24625
36,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,214,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.0051901927,24626
39,services,married,high.school,no,no,no,telephone,jun,thu,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.005189863,24627
55,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,97,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,50-60,0,0,Autumn,3,Price Sensitive,0.005189334,24628
54,unemployed,married,high.school,no,no,no,cellular,jul,fri,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.0051892847,24629
32,admin.,married,high.school,no,no,no,cellular,jul,wed,185,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.005188699,24630
37,technician,married,professional.course,no,no,no,cellular,aug,mon,163,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.005187734,24631
41,admin.,married,high.school,no,yes,yes,cellular,jul,mon,234,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.005186548,24632
33,admin.,married,university.degree,no,yes,no,cellular,may,mon,86,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.005186002,24633
59,retired,married,high.school,no,no,yes,telephone,jun,thu,222,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,50-60,0,0,Summer,2,High-Value Responders,0.0051831095,24634
56,housemaid,married,basic.4y,no,no,no,telephone,may,mon,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.0051824283,24635
35,management,single,university.degree,no,yes,no,cellular,jul,thu,211,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0051760995,24636
30,blue-collar,married,high.school,no,yes,no,cellular,jul,fri,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,<30,0,0,Summer,3,Price Sensitive,0.0051743,24637
35,student,single,university.degree,no,no,no,telephone,may,mon,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005172705,24638
38,technician,married,professional.course,no,yes,no,telephone,may,tue,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051720818,24639
39,housemaid,married,basic.9y,no,no,no,telephone,jun,tue,236,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.005171868,24640
60,admin.,married,university.degree,no,no,no,cellular,aug,fri,176,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.005171329,24641
33,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.005170394,24642
42,management,married,university.degree,no,no,no,telephone,jun,tue,236,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.005170232,24643
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.0051698545,24644
32,management,single,university.degree,no,no,no,telephone,may,tue,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051686233,24645
58,retired,married,high.school,no,yes,no,cellular,jul,thu,232,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,50-60,0,0,Summer,2,High-Value Responders,0.005168582,24646
42,admin.,married,university.degree,no,no,yes,telephone,may,mon,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0051643127,24647
48,services,married,basic.6y,no,no,no,cellular,aug,fri,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0051640896,24648
37,technician,married,university.degree,no,yes,no,telephone,may,thu,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051608644,24649
52,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.005158857,24650
31,admin.,single,high.school,no,no,no,telephone,nov,fri,53,3,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0,30-40,0,0,Autumn,1,Warm Prospects,0.005158463,24651
47,technician,single,high.school,no,no,no,cellular,aug,mon,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0051571517,24652
28,services,married,university.degree,no,no,no,telephone,jun,mon,220,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0051561366,24653
27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0051555494,24654
47,blue-collar,married,high.school,no,no,no,telephone,may,tue,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.0051548304,24655
32,admin.,single,university.degree,no,yes,no,telephone,jun,mon,215,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0051528844,24656
50,technician,single,university.degree,no,yes,no,cellular,aug,thu,178,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.005151755,24657
29,management,single,university.degree,no,yes,yes,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.005151054,24658
51,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,137,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.0051503233,24659
32,technician,married,professional.course,no,yes,no,cellular,aug,wed,166,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0051484616,24660
36,blue-collar,married,high.school,no,no,no,telephone,may,thu,268,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.0051480494,24661
37,admin.,married,university.degree,no,no,no,telephone,may,mon,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051460858,24662
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,198,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.005145673,24663
48,management,married,basic.4y,no,no,no,telephone,may,wed,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0051438403,24664
28,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,259,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,<30,0,0,Spring,3,Price Sensitive,0.0051408084,24665
38,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,106,3,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,30-40,0,0,Autumn,4,Hard to Convert,0.0051393476,24666
29,technician,married,university.degree,no,yes,no,telephone,aug,thu,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0051383213,24667
44,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.0051380536,24668
42,technician,married,high.school,no,no,no,cellular,nov,mon,103,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,40-50,0,0,Autumn,4,Hard to Convert,0.005137371,24669
34,management,married,university.degree,no,yes,no,telephone,may,tue,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051349904,24670
30,self-employed,single,high.school,no,yes,no,telephone,may,mon,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.005131506,24671
50,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,tue,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,40-50,0,1,Summer,3,Price Sensitive,0.005131331,24672
32,housemaid,married,basic.4y,no,no,no,telephone,may,thu,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0051288237,24673
30,services,single,university.degree,no,yes,no,cellular,jul,mon,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.005128707,24674
42,technician,married,high.school,no,no,yes,telephone,nov,thu,66,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,40-50,0,0,Autumn,4,Hard to Convert,0.0051275124,24675
28,blue-collar,single,basic.6y,no,no,no,telephone,jul,tue,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,<30,0,0,Summer,3,Price Sensitive,0.005126379,24676
36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,244,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.005125569,24677
32,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,201,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,30-40,0,1,Spring,3,Price Sensitive,0.0051248665,24678
43,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.0051243315,24679
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,178,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.0051238504,24680
48,entrepreneur,married,basic.6y,no,yes,no,telephone,jul,thu,202,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0051231943,24681
41,technician,single,university.degree,no,yes,no,telephone,jun,mon,178,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.005122779,24682
28,technician,divorced,high.school,no,yes,no,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.005118717,24683
39,housemaid,married,high.school,no,yes,no,telephone,may,fri,193,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.0051186904,24684
47,technician,married,professional.course,no,no,no,telephone,may,mon,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.005114246,24685
30,services,married,university.degree,no,yes,no,telephone,jun,tue,200,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.005113448,24686
29,technician,single,high.school,no,yes,no,cellular,aug,wed,158,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.005112138,24687
39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0051088263,24688
28,admin.,single,high.school,no,no,no,telephone,may,mon,197,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,<30,0,1,Spring,4,Hard to Convert,0.005108405,24689
60,admin.,married,university.degree,no,no,yes,telephone,may,mon,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.0051082154,24690
58,admin.,divorced,university.degree,no,no,no,telephone,may,wed,245,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.005104267,24691
53,technician,married,university.degree,no,yes,no,telephone,may,tue,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.0051042377,24692
26,services,single,high.school,no,no,no,telephone,may,fri,177,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,<30,0,1,Spring,4,Hard to Convert,0.0051012095,24693
52,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,212,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,0,Summer,3,Price Sensitive,0.005099356,24694
53,housemaid,married,basic.4y,no,yes,no,telephone,jun,tue,259,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.005099194,24695
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,167,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.005099083,24696
30,admin.,married,university.degree,no,no,no,cellular,aug,fri,186,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.00509717,24697
51,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,263,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,50-60,0,1,Spring,3,Price Sensitive,0.0050968914,24698
38,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,234,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0050968407,24699
35,admin.,married,university.degree,no,no,no,cellular,aug,wed,181,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.0050967345,24700
39,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,242,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,1,Spring,3,Price Sensitive,0.0050963135,24701
34,technician,single,university.degree,no,no,no,cellular,aug,tue,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00509577,24702
32,technician,married,professional.course,no,no,yes,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00509569,24703
36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.0050946777,24704
30,services,single,university.degree,no,yes,no,telephone,may,tue,205,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.0050931764,24705
